100545;Swiping Right
100546;Swiping Down
100549;Swiping Down
100559;Zooming Out
100560;Swiping Left
100562;Doing other things
100565;Zooming Out
100566;Swiping Right
100567;Swiping Left
100569;Swiping Down
10057;Swiping Right
100571;Doing other things
100573;Swiping Right
100577;Swiping Left
10058;Swiping Down
100582;Swiping Left
100584;Zooming Out
100588;Swiping Right
10059;Doing other things
100590;Swiping Right
100597;Swiping Up
1006;Zooming In
100600;Doing other things
100603;Zooming In
100604;Doing other things
100606;Swiping Right
100608;Swiping Left
100609;Swiping Left
100614;Swiping Left
100615;Doing other things
100619;Zooming Out
100620;Swiping Down
100622;Swiping Right
100624;Doing other things
100625;Swiping Right
100626;Swiping Left
10063;Zooming In
100630;Doing other things
100633;Doing other things
100636;Doing other things
100637;Doing other things
10064;Doing other things
100645;Swiping Down
100646;Swiping Down
100647;Doing other things
100648;Swiping Right
100649;Swiping Up
100650;Swiping Left
100652;Swiping Up
100655;Zooming Out
100656;Doing other things
100658;Zooming Out
100660;Doing other things
100662;Zooming In
100664;Zooming Out
100665;Zooming Out
100667;Zooming In
100673;Swiping Down
100676;Swiping Up
100677;Swiping Up
100679;Swiping Right
100680;Swiping Right
100681;Doing other things
100682;Swiping Left
100686;Zooming In
100694;Swiping Up
100695;Swiping Down
100696;Zooming Out
100698;Zooming In
1007;Swiping Down
10070;Zooming In
100702;Swiping Up
100703;Zooming In
100704;Zooming In
100706;Zooming Out
100708;Swiping Up
10071;Zooming In
100710;Swiping Down
100713;Swiping Left
100720;Doing other things
100722;Swiping Up
100723;Zooming Out
100725;Swiping Down
100727;Doing other things
10073;Doing other things
100730;Swiping Up
100731;Doing other things
100736;Swiping Right
100739;Doing other things
10074;Zooming In
100741;Swiping Left
100742;Zooming In
100744;Zooming In
100748;Zooming Out
100750;Zooming Out
100753;Swiping Right
100761;Zooming In
100765;Swiping Right
100768;Swiping Right
100769;Swiping Up
10077;Swiping Up
100773;Swiping Down
100775;Swiping Down
10078;Doing other things
100784;Swiping Right
100786;Zooming Out
100788;Swiping Left
100791;Zooming Out
100799;Swiping Left
100801;Swiping Down
100802;Doing other things
100805;Doing other things
10081;Swiping Down
100814;Zooming In
100815;Swiping Right
10082;Swiping Up
100820;Swiping Down
100822;Swiping Down
100825;Swiping Down
100827;Zooming In
100828;Doing other things
10083;Zooming Out
100834;Zooming Out
100835;Swiping Down
100836;Swiping Right
100838;Swiping Up
10084;Doing other things
100840;Swiping Down
100843;Swiping Right
100844;Swiping Down
100845;Doing other things
100847;Swiping Left
100848;Swiping Left
10085;Doing other things
100851;Doing other things
100853;Swiping Left
100854;Swiping Down
100855;Zooming In
100857;Swiping Right
100858;Swiping Left
10086;Zooming Out
100860;Swiping Down
100861;Doing other things
100862;Doing other things
100867;Swiping Left
100869;Swiping Up
10087;Zooming Out
100870;Swiping Down
100875;Swiping Down
100877;Swiping Right
100879;Swiping Up
100880;Swiping Left
100881;Swiping Down
100883;Swiping Right
100885;Swiping Right
100886;Zooming In
100887;Zooming Out
100889;Swiping Left
10089;Doing other things
100894;Zooming Out
100895;Doing other things
100897;Swiping Left
100899;Doing other things
1009;Swiping Up
10090;Swiping Down
100900;Doing other things
100901;Doing other things
100902;Zooming In
100906;Doing other things
100909;Swiping Right
100910;Doing other things
100911;Swiping Down
100915;Zooming Out
100917;Swiping Down
100918;Swiping Down
100919;Doing other things
10092;Swiping Right
100921;Zooming In
100925;Swiping Left
100926;Zooming In
100927;Swiping Left
100928;Doing other things
100931;Swiping Up
100932;Swiping Right
100934;Doing other things
100936;Swiping Down
100940;Zooming Out
100945;Doing other things
100946;Doing other things
100948;Doing other things
100949;Swiping Right
10095;Zooming In
100952;Zooming Out
100953;Doing other things
100954;Swiping Up
100955;Zooming Out
100956;Swiping Down
100958;Swiping Down
100959;Zooming Out
10096;Zooming Out
100964;Zooming In
100966;Zooming In
100967;Swiping Right
100968;Swiping Right
100969;Swiping Up
10097;Swiping Down
100971;Doing other things
100973;Swiping Down
100974;Doing other things
100975;Swiping Left
100977;Swiping Down
100978;Swiping Right
10098;Zooming In
100981;Swiping Left
100983;Swiping Right
100984;Zooming In
100985;Swiping Left
100986;Doing other things
100987;Zooming In
100988;Swiping Down
10099;Swiping Down
100992;Zooming Out
100994;Swiping Down
100997;Doing other things
100998;Swiping Right
100999;Swiping Down
101001;Swiping Right
101003;Doing other things
101005;Doing other things
101008;Swiping Up
101011;Zooming In
101017;Swiping Up
101018;Swiping Up
101019;Doing other things
101021;Doing other things
101022;Zooming In
101023;Swiping Down
101024;Doing other things
101025;Swiping Up
101026;Swiping Left
101027;Swiping Up
101029;Zooming Out
101032;Swiping Left
101034;Zooming Out
101035;Swiping Left
101040;Swiping Left
101048;Zooming In
101049;Doing other things
10105;Doing other things
101050;Doing other things
101051;Doing other things
101052;Swiping Up
101053;Doing other things
101054;Swiping Down
101057;Zooming Out
101063;Zooming Out
101065;Zooming In
101066;Swiping Up
101068;Doing other things
101069;Zooming Out
10107;Doing other things
101071;Swiping Down
101072;Swiping Left
101073;Zooming Out
101078;Doing other things
101082;Swiping Left
101084;Zooming Out
101085;Doing other things
101086;Swiping Up
101087;Zooming In
101090;Doing other things
101092;Swiping Right
101094;Zooming In
101095;Zooming Out
101098;Swiping Down
101099;Doing other things
1011;Doing other things
10110;Zooming Out
101102;Doing other things
101108;Doing other things
10111;Swiping Left
101110;Swiping Up
101111;Swiping Right
101113;Zooming In
101116;Swiping Right
101120;Doing other things
101121;Doing other things
101122;Doing other things
101123;Swiping Left
101128;Swiping Right
101131;Doing other things
101132;Zooming In
101134;Swiping Down
101136;Swiping Left
101137;Swiping Left
101140;Zooming Out
101141;Swiping Up
101143;Swiping Right
101144;Swiping Left
101145;Zooming Out
101146;Doing other things
101148;Swiping Right
10115;Swiping Left
101150;Swiping Down
101151;Doing other things
101153;Zooming In
101156;Swiping Down
101157;Swiping Left
101158;Swiping Up
10116;Swiping Left
101161;Swiping Down
101165;Swiping Left
101174;Doing other things
101176;Swiping Right
101178;Doing other things
101179;Doing other things
10118;Doing other things
101180;Doing other things
101183;Zooming In
101185;Swiping Left
101187;Doing other things
101188;Doing other things
101189;Swiping Left
10119;Swiping Right
101190;Swiping Left
101191;Zooming Out
101198;Zooming Out
101199;Zooming Out
1012;Zooming In
101201;Swiping Left
101202;Swiping Down
101207;Swiping Right
101209;Doing other things
10121;Swiping Left
101211;Swiping Left
101212;Swiping Right
101213;Swiping Right
101217;Zooming Out
101221;Zooming Out
101224;Swiping Down
101226;Swiping Down
101229;Swiping Left
101230;Doing other things
101231;Zooming Out
101232;Doing other things
101233;Swiping Left
101234;Swiping Down
101235;Doing other things
101236;Swiping Down
101237;Swiping Down
101238;Doing other things
101239;Swiping Down
101245;Doing other things
101248;Doing other things
10125;Swiping Right
101253;Zooming In
101254;Swiping Down
101256;Zooming In
101259;Doing other things
101260;Doing other things
101261;Swiping Left
101265;Doing other things
101266;Swiping Up
101267;Swiping Up
10127;Swiping Up
101272;Zooming Out
101273;Swiping Left
101275;Zooming In
10128;Swiping Left
101281;Zooming In
101282;Swiping Left
101283;Zooming Out
101285;Doing other things
101290;Swiping Left
101291;Swiping Up
101292;Swiping Down
101295;Swiping Up
101299;Swiping Down
101300;Swiping Down
101301;Swiping Down
101304;Swiping Up
101305;Zooming In
101307;Swiping Right
101309;Swiping Left
101312;Zooming Out
101314;Swiping Up
101315;Zooming Out
101316;Zooming Out
101318;Zooming In
101321;Swiping Down
101322;Swiping Right
101326;Swiping Right
101327;Swiping Up
101329;Doing other things
101330;Swiping Down
101332;Swiping Left
101336;Swiping Left
101337;Swiping Down
10134;Swiping Right
101340;Swiping Up
101342;Doing other things
101345;Doing other things
101347;Zooming In
101348;Swiping Down
101349;Doing other things
101352;Swiping Down
101353;Doing other things
101355;Swiping Down
101357;Zooming In
101359;Zooming Out
10136;Swiping Left
101361;Zooming In
101364;Swiping Up
101367;Zooming In
101369;Swiping Right
101371;Swiping Left
101374;Swiping Down
101377;Swiping Left
101378;Doing other things
101379;Zooming In
101385;Swiping Down
101386;Swiping Left
101387;Doing other things
101389;Swiping Down
10139;Doing other things
101390;Swiping Right
101391;Swiping Down
101393;Zooming Out
101394;Swiping Left
101395;Zooming In
101396;Swiping Left
1014;Swiping Right
10140;Swiping Up
101405;Doing other things
101408;Swiping Up
101409;Swiping Up
101420;Swiping Down
101421;Zooming Out
101422;Zooming In
101423;Doing other things
101428;Zooming Out
10143;Swiping Left
101430;Zooming Out
101433;Doing other things
101434;Swiping Down
101435;Doing other things
101437;Swiping Down
101440;Swiping Down
101441;Zooming Out
101443;Swiping Down
101444;Swiping Down
101445;Doing other things
101446;Swiping Right
101448;Zooming Out
101455;Swiping Down
101456;Doing other things
101457;Swiping Right
101458;Swiping Down
101459;Zooming In
10146;Zooming Out
101460;Swiping Left
101461;Swiping Left
101462;Swiping Down
101467;Doing other things
101469;Doing other things
10147;Swiping Down
101470;Doing other things
101471;Zooming In
101472;Zooming In
101476;Swiping Right
101482;Swiping Down
101487;Swiping Up
101490;Swiping Down
101492;Swiping Left
101493;Swiping Up
101499;Doing other things
1015;Swiping Up
10150;Swiping Up
101500;Doing other things
101501;Swiping Left
101505;Doing other things
101506;Swiping Left
10151;Swiping Left
101510;Doing other things
101511;Doing other things
101513;Doing other things
101514;Doing other things
101516;Swiping Right
101517;Swiping Right
101518;Doing other things
101520;Swiping Right
101521;Swiping Right
101524;Zooming Out
101525;Doing other things
101526;Doing other things
101530;Zooming Out
101533;Swiping Up
101534;Swiping Right
101537;Swiping Left
101539;Zooming In
101543;Doing other things
101544;Zooming Out
101546;Swiping Up
101547;Zooming Out
101548;Swiping Up
10155;Swiping Left
101551;Doing other things
101552;Swiping Down
101553;Zooming Out
101554;Doing other things
101558;Swiping Up
101559;Swiping Up
10156;Zooming In
101560;Zooming Out
101563;Swiping Left
101564;Zooming Out
101565;Swiping Left
101568;Zooming In
101569;Zooming In
10157;Zooming Out
101573;Zooming Out
101574;Zooming In
101576;Swiping Right
101577;Swiping Down
101579;Zooming Out
10158;Swiping Down
101580;Swiping Up
101581;Zooming Out
101587;Swiping Down
101589;Swiping Down
101591;Swiping Down
101592;Doing other things
101595;Doing other things
101596;Doing other things
101598;Swiping Left
101599;Swiping Left
101602;Zooming In
101606;Zooming In
10161;Swiping Up
101611;Swiping Right
101612;Zooming In
101613;Doing other things
101614;Swiping Up
101618;Zooming In
101620;Swiping Down
101621;Doing other things
101623;Zooming In
101624;Doing other things
101625;Swiping Right
101630;Swiping Left
101631;Swiping Left
101632;Swiping Left
101633;Zooming In
101634;Zooming In
101635;Swiping Right
101636;Swiping Up
101638;Swiping Right
101642;Doing other things
101645;Zooming Out
101646;Swiping Left
101647;Doing other things
101650;Zooming Out
101652;Swiping Up
101654;Doing other things
101657;Swiping Right
101659;Swiping Up
101664;Zooming Out
101668;Swiping Down
101669;Doing other things
101670;Swiping Up
101671;Doing other things
101672;Zooming Out
101673;Doing other things
101674;Zooming Out
101675;Zooming Out
101676;Doing other things
101677;Swiping Up
101679;Zooming Out
10168;Zooming Out
101680;Doing other things
101682;Zooming In
101685;Doing other things
101686;Swiping Down
101689;Swiping Up
10169;Zooming Out
101697;Swiping Right
101698;Swiping Right
1017;Doing other things
10170;Zooming Out
101700;Zooming Out
101706;Zooming Out
101709;Doing other things
10171;Doing other things
101711;Swiping Up
101712;Swiping Right
101714;Zooming In
101725;Zooming Out
10173;Swiping Left
101730;Zooming In
101734;Doing other things
101735;Doing other things
101736;Swiping Up
101737;Doing other things
101738;Swiping Up
101739;Zooming Out
101741;Swiping Right
101745;Swiping Down
101746;Swiping Right
101747;Swiping Right
101748;Swiping Up
101751;Swiping Down
101752;Doing other things
101753;Zooming In
101754;Zooming Out
101758;Doing other things
101759;Swiping Up
10176;Zooming Out
101762;Swiping Up
101769;Zooming In
10177;Zooming Out
101770;Swiping Left
101771;Swiping Left
101775;Swiping Left
101780;Doing other things
101785;Zooming In
101786;Swiping Left
101787;Zooming In
101788;Swiping Right
101789;Swiping Up
10179;Swiping Left
101791;Zooming Out
101792;Swiping Down
101795;Doing other things
101796;Swiping Right
101797;Swiping Right
101799;Swiping Up
1018;Swiping Up
10180;Doing other things
101801;Doing other things
101802;Swiping Down
101809;Swiping Down
101810;Swiping Left
101811;Swiping Down
101812;Swiping Left
101815;Swiping Down
101816;Swiping Right
101817;Swiping Right
101819;Doing other things
101821;Swiping Up
101826;Swiping Down
101828;Swiping Up
101836;Zooming Out
101838;Zooming In
101839;Zooming Out
101841;Swiping Right
101842;Zooming In
101843;Doing other things
101844;Doing other things
101846;Doing other things
101847;Swiping Down
101851;Doing other things
101852;Doing other things
101853;Zooming Out
101856;Doing other things
101859;Swiping Right
101864;Doing other things
101866;Doing other things
101867;Doing other things
101868;Doing other things
101869;Swiping Down
10187;Zooming Out
101871;Zooming In
101872;Doing other things
101878;Doing other things
101888;Zooming In
101894;Doing other things
101896;Swiping Up
101897;Doing other things
101899;Swiping Up
1019;Swiping Right
10190;Swiping Up
101901;Swiping Left
101904;Swiping Up
101905;Zooming In
101907;Zooming Out
101910;Zooming Out
101911;Doing other things
101912;Swiping Left
101914;Swiping Down
101917;Zooming Out
101919;Swiping Right
10192;Swiping Down
101925;Zooming In
101926;Swiping Right
101929;Swiping Left
101934;Doing other things
101937;Zooming In
10194;Zooming Out
101940;Swiping Left
101942;Doing other things
101943;Zooming In
101945;Doing other things
101946;Doing other things
101948;Swiping Up
101949;Doing other things
10195;Swiping Left
101950;Swiping Left
101953;Zooming Out
101957;Zooming In
101958;Zooming Out
10196;Swiping Up
101962;Zooming Out
101963;Swiping Left
101968;Swiping Right
101969;Doing other things
10197;Swiping Up
101973;Zooming In
101974;Zooming Out
101975;Doing other things
101976;Swiping Down
101977;Zooming In
101978;Doing other things
10198;Doing other things
101981;Zooming In
101982;Zooming In
101984;Zooming In
101986;Doing other things
101995;Zooming In
101996;Swiping Down
101998;Doing other things
101999;Swiping Down
102002;Doing other things
102003;Zooming In
102005;Zooming In
102007;Swiping Right
102008;Swiping Up
102011;Swiping Up
102012;Swiping Right
102014;Doing other things
102020;Swiping Down
102022;Swiping Up
102027;Zooming Out
102028;Swiping Left
102029;Doing other things
10203;Zooming In
102030;Swiping Right
102031;Zooming Out
102034;Doing other things
102035;Swiping Left
102037;Swiping Down
102041;Swiping Left
102044;Doing other things
102045;Zooming In
102047;Swiping Down
102048;Swiping Down
102049;Zooming Out
10205;Swiping Up
102050;Swiping Left
102054;Swiping Left
102055;Swiping Right
102056;Zooming In
102057;Zooming Out
102058;Swiping Right
102059;Swiping Up
10206;Doing other things
102060;Swiping Left
102062;Swiping Left
102063;Doing other things
10207;Swiping Right
102070;Swiping Up
102072;Zooming In
102074;Swiping Down
102076;Swiping Up
102077;Swiping Left
10208;Doing other things
102080;Swiping Right
102083;Swiping Right
102086;Swiping Up
102087;Doing other things
102089;Doing other things
10209;Zooming In
102093;Zooming Out
102095;Zooming In
102097;Doing other things
102101;Swiping Down
102102;Zooming Out
102103;Swiping Right
102104;Swiping Down
102108;Zooming Out
102109;Zooming In
102114;Doing other things
102118;Doing other things
102119;Swiping Right
102123;Zooming Out
102124;Zooming In
102125;Swiping Left
102126;Zooming In
102127;Swiping Left
102128;Swiping Left
102129;Swiping Left
102133;Swiping Right
102134;Zooming In
102136;Swiping Down
10214;Doing other things
102141;Zooming In
102142;Swiping Left
102144;Swiping Left
102146;Doing other things
10215;Swiping Left
102151;Doing other things
102152;Zooming Out
102154;Doing other things
102155;Doing other things
102156;Swiping Up
102157;Swiping Left
102158;Doing other things
102159;Swiping Left
10216;Zooming In
102163;Doing other things
102164;Swiping Down
102166;Doing other things
102167;Zooming In
102168;Swiping Left
102170;Zooming In
102172;Zooming Out
102174;Zooming In
102177;Swiping Up
102180;Swiping Down
102184;Swiping Left
102185;Swiping Left
102188;Doing other things
102190;Doing other things
102192;Swiping Right
102193;Swiping Right
102194;Swiping Right
102197;Doing other things
1022;Swiping Left
102200;Zooming In
102203;Zooming In
102204;Zooming In
102205;Zooming In
10221;Swiping Left
102211;Doing other things
102212;Swiping Left
102213;Doing other things
102214;Swiping Right
102216;Swiping Down
102217;Doing other things
102218;Swiping Left
102220;Doing other things
102224;Swiping Left
102227;Swiping Left
102228;Zooming Out
102229;Swiping Down
102231;Swiping Up
102236;Swiping Down
102241;Swiping Right
102242;Swiping Left
102247;Doing other things
102248;Zooming In
102249;Swiping Left
102253;Swiping Up
102256;Doing other things
102257;Doing other things
10226;Zooming In
102260;Doing other things
102264;Swiping Down
102266;Zooming Out
102267;Swiping Down
10227;Swiping Right
102270;Zooming Out
102274;Zooming Out
102275;Doing other things
102276;Swiping Down
102278;Swiping Left
102281;Doing other things
102282;Doing other things
102285;Swiping Up
102286;Doing other things
102287;Doing other things
102288;Swiping Down
102289;Swiping Right
102290;Doing other things
102294;Swiping Down
102298;Zooming In
102299;Doing other things
1023;Swiping Down
102301;Doing other things
102307;Zooming Out
102309;Zooming In
10231;Swiping Down
102311;Doing other things
102313;Zooming In
102314;Doing other things
102316;Doing other things
10232;Doing other things
102322;Zooming In
102326;Swiping Up
10233;Swiping Left
102332;Doing other things
102334;Zooming In
102335;Swiping Right
102336;Doing other things
10234;Zooming In
102340;Zooming In
102342;Swiping Right
102343;Doing other things
102345;Swiping Down
102349;Swiping Right
102350;Swiping Right
102351;Swiping Left
102358;Swiping Up
10236;Zooming In
102361;Zooming In
102364;Doing other things
102367;Doing other things
102368;Zooming In
102369;Swiping Down
102373;Swiping Up
102374;Zooming Out
102375;Zooming Out
102378;Zooming Out
102379;Doing other things
102384;Doing other things
102387;Swiping Left
102389;Swiping Up
10239;Swiping Left
102395;Zooming Out
102397;Swiping Right
102398;Swiping Up
1024;Swiping Right
102403;Doing other things
102404;Zooming In
102408;Doing other things
102410;Swiping Right
102417;Swiping Up
102420;Zooming Out
102422;Swiping Down
102425;Swiping Up
102426;Swiping Left
102428;Swiping Right
102429;Swiping Up
102430;Swiping Right
102431;Swiping Right
102433;Zooming Out
102437;Swiping Left
102439;Doing other things
10244;Zooming Out
102443;Doing other things
102450;Zooming Out
102454;Zooming In
102455;Swiping Right
102457;Swiping Up
102458;Swiping Right
102461;Doing other things
102462;Swiping Right
102464;Doing other things
102465;Zooming In
102469;Swiping Up
102472;Zooming In
102473;Swiping Up
102477;Zooming In
10248;Zooming In
102487;Swiping Left
102488;Swiping Down
102489;Swiping Down
10249;Doing other things
102490;Swiping Left
102492;Doing other things
102493;Zooming Out
102494;Zooming Out
102496;Zooming In
102497;Swiping Left
1025;Swiping Left
102500;Doing other things
102504;Zooming Out
102505;Zooming Out
102506;Doing other things
102507;Swiping Down
102510;Zooming In
102511;Swiping Left
102514;Doing other things
102516;Zooming Out
102518;Doing other things
102522;Doing other things
102523;Zooming In
102525;Doing other things
102526;Doing other things
102529;Swiping Up
10253;Zooming Out
102530;Doing other things
102531;Swiping Down
102535;Zooming Out
102537;Swiping Left
102541;Zooming In
102542;Swiping Left
102546;Swiping Down
102548;Doing other things
102549;Doing other things
10255;Swiping Down
102550;Swiping Up
102553;Zooming In
102559;Zooming In
10256;Swiping Left
102561;Doing other things
102563;Zooming Out
102566;Swiping Up
102568;Swiping Up
102571;Doing other things
102572;Doing other things
102573;Swiping Left
102579;Swiping Right
102580;Swiping Down
102583;Swiping Down
102585;Zooming In
102586;Doing other things
102588;Doing other things
10259;Zooming In
102591;Doing other things
102592;Doing other things
102594;Swiping Down
102595;Zooming Out
102601;Zooming Out
102602;Doing other things
102604;Swiping Left
102608;Zooming Out
102611;Doing other things
102613;Zooming In
102619;Swiping Down
10262;Zooming Out
102620;Zooming Out
102621;Zooming In
102622;Zooming In
102623;Zooming In
102624;Swiping Up
102626;Swiping Down
102628;Zooming Out
102629;Swiping Down
102630;Doing other things
102632;Swiping Right
102634;Doing other things
102635;Zooming Out
102639;Swiping Right
10264;Swiping Left
102640;Swiping Up
102641;Zooming In
102642;Swiping Down
102643;Swiping Left
102645;Swiping Down
102646;Zooming Out
102647;Zooming In
102648;Swiping Left
102655;Doing other things
102657;Swiping Down
102658;Swiping Left
10266;Zooming In
102660;Doing other things
102662;Zooming In
102664;Zooming In
102665;Swiping Down
102667;Swiping Up
102669;Doing other things
10267;Swiping Down
102670;Zooming In
102671;Swiping Down
102672;Swiping Right
102674;Doing other things
102678;Doing other things
10268;Swiping Right
102681;Doing other things
102686;Swiping Right
102689;Swiping Right
10269;Swiping Up
102690;Zooming In
102698;Swiping Right
102699;Zooming Out
102701;Swiping Right
102704;Swiping Left
102705;Swiping Down
102707;Swiping Down
102709;Doing other things
10271;Doing other things
102710;Swiping Down
102711;Swiping Right
102713;Swiping Down
102718;Swiping Up
102721;Zooming Out
102725;Zooming In
102727;Swiping Up
102728;Doing other things
102730;Swiping Up
102734;Swiping Up
102736;Swiping Up
102737;Swiping Up
102746;Zooming In
102747;Zooming Out
102748;Swiping Down
102749;Doing other things
10275;Zooming Out
102750;Swiping Down
102751;Zooming In
102754;Doing other things
102755;Zooming In
102757;Swiping Up
102761;Zooming In
102762;Zooming In
102766;Swiping Up
10277;Swiping Left
102771;Zooming In
102772;Doing other things
102775;Swiping Left
102776;Zooming In
102779;Swiping Right
10278;Zooming Out
102781;Swiping Up
102782;Swiping Right
102788;Swiping Left
102792;Swiping Up
102796;Doing other things
102799;Swiping Down
1028;Doing other things
10280;Doing other things
102800;Swiping Down
102803;Swiping Up
102804;Swiping Left
102808;Swiping Right
10281;Swiping Left
102810;Zooming In
102814;Swiping Down
102816;Swiping Right
102818;Doing other things
102819;Swiping Left
10282;Doing other things
102820;Zooming In
102821;Zooming Out
102822;Doing other things
102825;Zooming In
102826;Swiping Down
102829;Zooming In
10283;Zooming Out
102830;Swiping Left
102834;Swiping Up
102837;Swiping Right
102838;Swiping Up
10284;Swiping Down
102840;Swiping Down
102841;Swiping Right
102845;Zooming Out
102846;Zooming In
102847;Swiping Left
102850;Zooming Out
102856;Swiping Right
102857;Zooming In
10286;Swiping Down
102861;Doing other things
102863;Swiping Up
102868;Swiping Left
102869;Zooming In
102875;Swiping Down
102877;Swiping Right
10288;Swiping Left
102880;Swiping Down
102881;Zooming In
102882;Doing other things
102883;Zooming Out
102887;Zooming Out
102890;Swiping Left
102893;Doing other things
102896;Swiping Right
102898;Swiping Down
102899;Swiping Right
10290;Doing other things
102904;Swiping Up
102907;Doing other things
102908;Zooming In
102909;Zooming Out
102910;Doing other things
102911;Swiping Left
102914;Doing other things
102916;Swiping Right
102917;Zooming In
10292;Swiping Down
102924;Swiping Down
102925;Zooming In
102928;Zooming Out
102930;Swiping Down
102942;Doing other things
102946;Swiping Up
102949;Zooming In
10295;Swiping Down
102951;Zooming Out
102952;Doing other things
102955;Zooming In
102957;Swiping Up
102959;Swiping Down
